date read,tank,sample location,dilution X,R2A media,half plate count TSA W SB,full plate,comments,hours,count x dil,sample size,total CFU,assumed sys health,comments,Bactiquant value,
5/3/17,P6 Tank ,,10,,,96,,,960,,9600,,,,
5/3/17,P7 High,,10,,,992,,,9920,,99200,,,,
5/3/17,P7 low,,10,,,886,,,8860,,88600,,,,
5/3/17,P7 Tank ,,10,,,1020,,,10200,,102000,,,,
5/3/17,River Discharge,,10,,,OR,solid colonization.,,#VALUE!,,#VALUE!,,,,
5/16/17,B bio,,10,,,144,,,1440,,,,,,
5/16/17,B low ,,10,,,86,,,860,,,,,,
5/16/17,B plenum,,10,,,208,,,2080,,,,,,
5/17/17,A high ,,10,,,624,,,6240,,62400,,,,
5/17/17,A low ,,10,,,0,,,0,,0,,,,
5/17/17,A Tank 2,,10,,,1152,,,11520,,115200,,,,
5/17/17,b bio,,10,,,416,,,4160,,41600,,,,
5/17/17,B high ,,10,,,480,,,4800,,48000,,,,
5/17/17,B low ,,10,,,320,,,3200,,32000,,,,
5/17/17,B sump post drum,,10,,,480,,,4800,,48000,,,,
5/17/17,B Tank 1,,10,,,256,,,2560,,25600,,,,
5/17/17,c bio,,10,,,104,,,1040,,10400,,,,
5/17/17,C high ,,10,,,784,,,7840,,78400,,,,
5/17/17,C low ,,10,,,80,,,800,,8000,,,,
5/17/17,C sump post drum,,10,,,336,,,3360,,33600,,,,
5/17/17,C Tank 1,,10,,,136,,,1360,,13600,,,,
5/17/17,D high ,,10,,,280,,,2800,,28000,,,,
5/17/17,D low ,,10,,,40,,,400,,4000,,,,
5/17/17,D sump post drum,,10,,,196,,,1960,,19600,,,,
5/17/17,D Tank 1,,10,,,1552,,,15520,,155200,,,,
5/17/17,D top of Bio,,10,,,72,,,720,,7200,,,,
5/17/17,E Bio North,,10,,,368,,,3680,,36800,,,,
5/17/17,E Bio South,,10,,,384,,,3840,,38400,,,,
5/17/17,E high ,,10,,,360,,,3600,,36000,,,,
5/17/17,E low ,,10,,,240,,,2400,,24000,,,,
5/17/17,E Tank 4,,10,,,248,,,2480,,24800,,,,
5/17/17,F Bio North,,10,,,204,,,2040,,20400,,,,
5/17/17,F Bio South,,10,,,210,,,2100,,21000,,,,
5/17/17,F high ,,10,,,208,,,2080,,20800,,,,
5/17/17,F low ,,10,,,128,,,1280,,12800,,,,
5/17/17,A high ,,10,,,112,,,1120,,,,,,
5/17/17,A low ,,10,,,108,,,1080,,10800,,,,
5/17/17,A Tank 3,,10,,,856,,,8560,,85600,,,,
5/17/17,b bio,,10,,,672,,,6720,,67200,,,,
5/17/17,B high ,,10,,,432,,,4320,,43200,,,,
5/17/17,B low ,,10,,,256,,,2560,,25600,,,,
5/17/17,B sump post drum,,10,,,192,,,1920,,19200,,,,
5/17/17,B Tank 2,,10,,,,,,0,,0,,,,
5/17/17,c bio,,10,,,,,,0,,0,,,,
5/17/17,C high ,,10,,,120,,,1200,,12000,,,,
5/17/17,C low ,,10,,,416,,,4160,,41600,,,,
5/17/17,C sump post drum,,10,,,400,,,4000,,40000,,,,
5/17/17,C Tank 2,,10,,,168,,,1680,,16800,,,,
5/17/17,P7 sump post drum,,10,,,256,,,2560,,25600,,,,
5/17/17,P7 top of Bio,,10,,,1220,,,12200,,122000,,,,
5/17/17,River Discharge,,10,,,1260,,,12600,,126000,,,,
5/25/17,b bio,,10,,,160,,,1600,,16000,,,,
5/25/17,B high ,,10,,,344,,,3440,,34400,,,,
5/25/17,B low ,,10,,,112,,,1120,,11200,,,,
5/25/17,B sump post drum,,10,,,768,,,7680,,76800,,,,
5/25/17,c bio,,10,,,60,,,600,,6000,,,,
5/25/17,C high ,,10,,,36,,,360,,3600,,,,
5/25/17,C low ,,10,,,108,,,1080,,10800,,,,
5/25/17,C sump post drum,,10,,,78,,,780,,7800,,,,
5/25/17,D high ,,10,,,168,,,1680,,16800,,,,
5/25/17,D low ,,10,,,112,,,1120,,11200,,,,
5/25/17,D sump post drum,,10,,,288,,,2880,,28800,,,,
5/25/17,D top of Bio,,10,,,162,,,1620,,16200,,,,
5/25/17,E Bio North,,10,,,402,,,4020,,40200,,,,
5/25/17,E Bio South,,10,,,148,,,1480,,14800,,,,
5/25/17,E high ,,10,,,268,,,2680,,26800,,,,
5/25/17,E low ,,10,,,184,,,1840,,18400,,,,
5/25/17,F high ,,10,,,296,,,2960,,29600,,,,
5/25/17,F low ,,10,,,88,,,880,,8800,,,,
5/25/17,holding tank bay 3,,10,,,68,,,680,,6800,,,,
5/25/17,P1 high ,,10,,,184,,,1840,,18400,,,,
5/25/17,P1 low ,,10,,,224,,,2240,,22400,,,,
5/25/17,P2 high ,,10,,,412,,,4120,,41200,,,,
5/25/17,P2 low ,,10,,,304,,,3040,,30400,,,,
5/25/17,P6 high ,,10,,,104,,,1040,,10400,,,,
5/25/17,P6 low ,,10,,,186,,,1860,,18600,,,,
5/25/17,P7 High,,10,,,128,,,1280,,12800,,,,
5/25/17,P7 low,,10,,,148,,,1480,,14800,,,,
5/25/17,P7 sump post drum,,10,,,110,,,1100,,11000,,,,
5/25/17,P7 top of Bio,,10,,,380,,,3800,,38000,,,,
6/1/17,b bio,,10,,,40,,,400,,4000,,,,
6/1/17,B high ,,10,,,68,,,680,,6800,,,,
6/1/17,B low ,,10,,,112,,,1120,,11200,,,,
6/1/17,B sump post drum,,10,,,104,,,1040,,10400,,,,
6/1/17,c bio,,10,,,208,black swarmer,,2080,,20800,,,,
6/1/17,C high ,,10,,,432,black swarmer,,4320,,43200,,,,
6/1/17,C low ,,10,,,256,black swarmer,,2560,,25600,,,,
6/1/17,C sump post drum,,10,,,400,black swarmer,,4000,,40000,,,,
6/1/17,D high ,,10,,,296,,,2960,,29600,,,,
6/1/17,D low ,,10,,,100,,,1000,,10000,,,,
6/1/17,D sump post drum,,10,,,224,,,2240,,22400,,,,
6/1/17,D top of Bio,,10,,,96,,,960,,9600,,,,
6/1/17,E Bio North,,10,,,208,high numbers sm gray,,2080,,20800,,,,
6/1/17,E Bio South,,10,,,136,high numbers sm gray,,1360,,13600,,,,
6/1/17,E high ,,10,,,124,high numbers sm gray,,1240,,12400,,,,
6/1/17,E low ,,10,,,136,high numbers sm gray,,1360,,13600,,,,
6/1/17,F high ,,10,,,96,,,960,,9600,,,,
6/1/17,F low ,,10,,,46,,,460,,4600,,,,
6/1/17,P1 high ,,10,,,344,,,3440,,34400,,,,
6/1/17,P1 low ,,10,,,272,,,2720,,27200,,,,
6/1/17,P2 high ,,10,,,176,,,1760,,17600,,,,
6/1/17,P2 low ,,10,,,48,,,480,,4800,,,,
6/1/17,P5 tank,,10,,,768,,,7680,,76800,,,,
6/1/17,P6 high ,,10,,,52,,,520,,5200,,,,
6/1/17,P6 low ,,10,,,136,,,1360,,13600,,,,
6/1/17,P7 High,,10,,,416,,,4160,,41600,,,,
6/1/17,P7 low,,10,,,148,,,1480,,14800,,,,
6/1/17,P7 top of Bio,,10,,,152,,,1520,,15200,,,,
6/1/17,,,,,,,,,,,,,,,
6/9/17,A high ,,10,,,184,,,1840,,18400,,,,
6/9/17,A low ,,10,,,1,,,10,,100,,,,
6/9/17,b bio,,10,,,168,,,1680,,16800,,,,
6/9/17,B high ,,10,,,496,,,4960,,49600,,,,
6/9/17,B low ,,10,,,64,,,640,,6400,,,,
6/9/17,B sump post drum,,10,,,352,black swarmer,,3520,,35200,,,,
6/9/17,c bio,,10,,,88,,,880,,8800,,,,
6/9/17,C high ,,10,,,592,,,5920,,59200,,,,
6/9/17,C low ,,10,,,80,small gray pred,,800,,8000,,,,
6/9/17,C sump post drum,,10,,,736,black swarmer,,7360,,73600,,,,
6/9/17,D high ,,10,,,192,,,1920,,19200,,,,
6/9/17,D low ,,10,,,72,,,720,,7200,,,,
6/9/17,D sump post drum,,10,,,400,,,4000,,40000,,,,
6/9/17,D top of Bio,,10,,,104,,,1040,,10400,,,,
6/9/17,E Bio North,,10,,,,,,0,,0,,,,
6/9/17,E Bio South,,10,,,,,,0,,0,,,,
6/9/17,E high ,,10,,,108,,,1080,,10800,,,,
6/9/17,E low ,,10,,,56,1 small gray,,560,,5600,,,,
6/9/17,F high ,,10,,,152,,,1520,,15200,,,,
6/9/17,F low ,,10,,,60,,,600,,6000,,,,
6/9/17,P+B393:C4235 tank,,10,,,1888,,,18880,,188800,,,,
6/9/17,P1 high ,,10,,,288,,,2880,,28800,,,,
6/9/17,P1 low ,,10,,,216,,,2160,,21600,,,,
6/9/17,P2 high ,,10,,,52,,,520,,5200,,,,
6/9/17,P2 low ,,10,,,15,,,150,,1500,,,,
6/9/17,P6 high ,,10,,,232,black swarmer,,2320,,23200,,,,
6/9/17,P6 low ,,10,,,208,,,2080,,20800,,,,
6/9/17,P7 High,,10,,,264,,,2640,,26400,,,,
6/9/17,P7 low,,10,,,52,,,520,,5200,,,,
6/9/17,P7 top of Bio,,10,,,44,,,440,,4400,,,,
6/16/17,A high ,,10,,,54,,,540,,5400,,,,
6/16/17,A low ,,10,,,3,,,30,,300,,,,
6/16/17,b bio,,10,,,288,,,2880,,28800,,,,
6/16/17,B high ,,10,,,366,,,3660,,36600,,,,
6/16/17,B low ,,10,,,336,,,3360,,33600,,,,
6/16/17,B sump post drum,,10,,,412,,,4120,,41200,,,,
6/16/17,c bio,,10,,,64,,,640,,6400,,,,
6/16/17,C high ,,10,,,184,black swarmer,,1840,,18400,,,,
6/16/17,C low ,,10,,,52,,,520,,5200,,,,
6/16/17,C sump post drum,,10,,,520,,,5200,,52000,,,,
6/16/17,D high ,,10,,,128,,,1280,,12800,,,,
6/16/17,D low ,,10,,,52,,,520,,5200,,,,
6/16/17,D sump post drum,,10,,,220,,,2200,,22000,,,,
6/16/17,D top of Bio,,10,,,122,,,1220,,12200,,,,
6/16/17,E Bio North,,10,,,182,,,1820,,18200,,,,
6/16/17,E Bio South,,10,,,300,,,3000,,30000,,,,
6/16/17,E high ,,10,,,512,smelly black swarm all over plate,,5120,,51200,,,,
6/16/17,E low ,,10,,,410,,,4100,,41000,,,,
6/16/17,F high ,,10,,,304,,,3040,,30400,,,,
6/16/17,F low ,,10,,,208,,,2080,,20800,,,,
6/16/17,P1 high ,,10,,,176,,,1760,,17600,,,,
6/16/17,P1 low ,,10,,,312,,,3120,,31200,,,,
6/16/17,P2 high ,,10,,,,,,0,,0,,,,
6/16/17,P2 low ,,10,,,,,,0,,0,,,,
6/16/17,P5 tank,,10,,,1800,,,18000,,180000,,,,
6/16/17,P6 high ,,10,,,560,,,5600,,56000,,,,
6/16/17,P6 low ,,10,,,256,,,2560,,25600,,,,
6/16/17,P7 High,,10,,,248,,,2480,,24800,,,,
6/16/17,P7 low,,10,,,128,,,1280,,12800,,,,
6/16/17,P7 top of Bio,,10,,,104,,,1040,,10400,,,,
7/13/17,A high ,,10,,,1152,,,11520,,115200,,,,
7/13/17,A low ,,10,,,896,,,8960,,89600,,,,
7/13/17,b bio,,10,,,92,,,920,,9200,,,,
7/13/17,B high ,,10,,,64,,,640,,6400,,,,
7/13/17,B low ,,10,,,12,,,120,,1200,,,,
7/13/17,c bio,,10,,,120,small gray colonies,,1200,,12000,,,,
7/13/17,C high ,,10,,,132,,,1320,,13200,,,,
7/13/17,C low ,,10,,,9,,,90,,900,,,,
7/13/17,D high ,,10,,,168,,,1680,,16800,,,,
7/13/17,D low ,,10,,,64,,,640,,6400,,,,
7/13/17,D top of Bio,,10,,,72,,,720,,7200,,,,
7/13/17,E Bio North,,10,,,78,,,780,,7800,,,,
7/13/17,E Bio South,,10,,,128,,,1280,,12800,,,,
7/13/17,E high ,,10,,,304,,,3040,,30400,,,,
7/13/17,E low ,,10,,,40,,,400,,4000,,,,
7/13/17,F high ,,10,,,256,,,2560,,25600,,,,
7/13/17,F low ,,10,,,144,,,1440,,14400,,,,
7/13/17,P1 high ,,10,,,1500,estimated-numerous black smelly,,15000,,150000,,,,
7/13/17,P1 low ,,10,,,1200,estimated-numerous black smelly,,12000,,120000,,,,
7/13/17,P2 high ,,10,,,104,,,1040,,10400,,,,
7/13/17,P2 low ,,10,,,128,,,1280,,12800,,,,
7/13/17,P6 high ,,10,,,22,,,220,,2200,,,,
7/13/17,P6 low ,,10,,,12,,,120,,1200,,,,
7/13/17,P7 High,,10,,,368,,,3680,,36800,,,,
7/13/17,P7 low,,10,,,78,,,780,,7800,,,,
7/13/17,P7 top of Bio,,10,,,142,,,1420,,14200,,,,
7/19/17,A high ,,10,,,96,,,960,,9600,,,,
7/19/17,A low ,,10,,,292,,,2920,,29200,,,,
7/19/17,b bio,,10,,,19,,,190,,1900,,,,
7/19/17,B high ,,10,,,144,,,1440,,14400,,,,
7/19/17,B low ,,10,,,22,,,220,,2200,,,,
7/19/17,c bio,,10,,,27,,,270,,2700,,,,
7/19/17,C high ,,10,,,104,,,1040,,10400,,,,
7/19/17,C low ,,10,,,42,,,420,,4200,,,,
7/19/17,D high ,,10,,,184,,,1840,,18400,,,,
7/19/17,D low ,,10,,,76,,,760,,7600,,,,
7/19/17,D top of Bio,,10,,,8,,,80,,800,,,,
7/19/17,E Bio North,,10,,,44,,,440,,4400,,,,
7/19/17,E Bio South,,10,,,72,,,720,,7200,,,,
7/19/17,E high ,,10,,,352,,,3520,,35200,,,,
7/19/17,E low ,,10,,,32,,,320,,3200,,,,
7/19/17,F high ,,10,,,416,,,4160,,41600,,,,
7/19/17,F low ,,10,,,288,,,2880,,28800,,,,
7/19/17,P1 high ,,10,,,176,,,1760,,17600,,,,
7/19/17,P1 low ,,10,,,216,,,2160,,21600,,,,
7/19/17,P2 high ,,10,,,104,,,1040,,10400,,,,
7/19/17,P2 low ,,10,,,144,,,1440,,14400,,,,
7/19/17,P6 high ,,10,,,42,,,420,,4200,,,,
7/19/17,P6 low ,,10,,,22,,,220,,2200,,,,
7/19/17,P7 High,,10,,,112,,,1120,,11200,,,,
7/19/17,P7 low,,10,,,38,,,380,,3800,,,,
7/19/17,P7 top of Bio,,10,,,92,,,920,,9200,,,,
8/4/17,B bio,,10,,,88,,,880,," 8,800 ",,,,
8/4/17,B sump post drum,,10,,,140,,,1400,,14000,,-59%,,
8/4/17,C bio ,,10,,,32,,,320,," 3,200 ",,,,
8/4/17,C bio in,,10,,,124,,,1240,," 12,400 ",,-288%,,
8/4/17,D bio in,,10,,,224,,,2240,," 22,400 ",,,,
8/4/17,D bio out,,10,,,92,,,920,," 9,200 ",,59%,,
8/4/17,E bio In,,10,,,288,"black swarmers, bad smell",,2880,," 28,800 ",,,,
8/4/17,E Bio North,,10,,,120,,,1200,," 12,000 ",,58%,,
8/4/17,E Bio South,,10,,,96,low amt black swarmer,,960,," 9,600 ",,67%,,
8/4/17,F bio in,,10,,,896,,,8960,," 89,600 ",,,,
8/4/17,F Bio North,,10,,,512,,,5120,," 51,200 ",,43%,,
8/4/17,F Bio South,,10,,,420,,,4200,," 42,000 ",,53%,,
8/4/17,P1 Bio in,,10,,,416,,,4160,," 41,600 ",,,,
8/4/17,P1 Bio out,,10,,,326,,,3260,," 32,600 ",,22%,,
8/4/17,P2 Bio in,,10,,,168,foul black swarmer,,1680,," 16,800 ",,,,
8/4/17,P2 Bio out,,10,,,128,foul black swarmer,,1280,," 12,800 ",,24%,,
8/4/17,P6 Bio in,,10,,,352,foul black swarmer,,3520,," 35,200 ",,,,
8/4/17,P6 Bio out,,10,,,256,foul black swarmer,,2560,," 25,600 ",,27%,,
8/4/17,P7 Bio in,,10,,,120,foul black swarmer,,1200,," 12,000 ",,,,
8/4/17,P7 Bio out,,10,,,56,,,560,," 5,600 ",,53%,,
9/7/17,A high ,,10,,,168,,,1680,,16800,,,,
9/7/17,A low ,,10,,,0,,,0,,0,,,,
9/7/17,b bio,,10,,,34,,,340,,3400,,,,
9/7/17,B high ,,10,,,132,,,1320,,13200,,,,
9/7/17,B low ,,10,,,32,,,320,,3200,,,,
9/7/17,c bio,,10,,,64,,,640,,6400,,,,
9/7/17,C high ,,10,,,416,"black swarmers, bad smell",,4160,,41600,,,,
9/7/17,C low ,,10,,,76,,,760,,7600,,,,
9/7/17,D high ,,10,,,132,,,1320,,13200,,,,
9/7/17,D low ,,10,,,36,,,360,,3600,,,,
9/7/17,D top of Bio,,10,,,30,,,300,,3000,,,,
9/7/17,E Bio North,,10,,,368,,,3680,,36800,,,,
9/7/17,E Bio South,,10,,,656,,,6560,,65600,,,,
9/7/17,E high ,,10,,,1008,,,10080,,100800,,,,
9/7/17,E low ,,10,,,688,,,6880,,68800,,,,
9/7/17,F high ,,10,,,28,??? ,,280,,2800,,,,
9/7/17,F low ,,10,,,728,,,7280,,72800,,,,
9/7/17,P1 high ,,10,,,432,,,4320,,43200,,,,
9/7/17,P1 low ,,10,,,272,,,2720,,27200,,,,
9/7/17,P2 high ,,10,,,272,,,2720,,27200,,,,
9/7/17,P2 low ,,10,,,168,mostly large white plastic like col,,1680,,16800,,,,
9/7/17,P6 high ,,10,,,992,,,9920,,99200,,,,
9/7/17,P6 low ,,10,,,224,,,2240,,22400,,,,
9/7/17,P7 High,,10,,,96,low black swarmer,,960,,9600,,,,
9/7/17,P7 low,,10,,,56,,,560,,5600,,,,
9/26/17,B,,10,,,256,,,2560,,25600,,,,
9/26/17,P1,,10,,,448,,,4480,,44800,,,,
9/26/17,P6,,10,,,992,,,9920,,99200,,,,
9/27/17,B,,10,,,108,,,1080,,10800,,,,
9/27/17,P1,,10,,,64,,,640,,6400,,,,
9/27/17,P6,,10,,,512,,,5120,,51200,,,,
10/19/17,A bio,,10,,,32,,,320,,3200,,,,
10/19/17,A high ,,10,,,288,numerous small gray colonies,,2880,,28800,,,,
10/19/17,A low ,,10,,,168,mostly cloudy plastic like morph,,1680,,16800,,,,
10/19/17,b bio,,10,,,60,,,600,,6000,,,,
10/19/17,B high ,,10,,,132,,,1320,,13200,,,,
10/19/17,B low ,,10,,,14,,,140,,1400,,,,
10/19/17,c bio,,10,,,64,,,640,,6400,,,,
10/19/17,C high ,,10,,,64,mixed maj white plastic,,640,,6400,,,,
10/19/17,C low ,,10,,,22,,,220,,2200,,,,
10/19/17,D high ,,10,,,480,,,4800,,48000,,,,
10/19/17,D low ,,10,,,248,small gray colonies,,2480,,24800,,,,
10/19/17,D top of Bio,,10,,,432,small gray colonies,,4320,,43200,,,,
10/19/17,E Bio South,,10,,,248,,,2480,,24800,,,,
10/19/17,E high ,,10,,,224,,,2240,,22400,,,,
10/19/17,E low ,,10,,,32,,,320,,3200,,,,
10/19/17,E tank 1,,10,,,448,,,4480,,44800,,,,
10/19/17,F Bio ,,10,,,944,,,9440,,94400,,,,
10/19/17,F high ,,10,,,1472,,,14720,,147200,,,,
10/19/17,F low ,,10,,,1248,,,12480,,124800,,,,
10/19/17,P2 high ,,10,,,92,,,920,,9200,,,,
10/19/17,P2 low ,,10,,,48,,,480,,4800,,,,
10/19/17,P2 Tear duct,,10,,,36,,,360,,3600,,,,
10/19/17,P2 top of Bio,,10,,,43,,,430,,4300,,,,
10/19/17,P6 high ,,10,,,608,,,6080,,60800,,,,
10/19/17,P6 low ,,10,,,528,,,5280,,52800,,,,
10/19/17,P6 Tear duct,,10,,,296,,,2960,,29600,,,,
10/19/17,P6 top of Bio,,10,,,464,,,4640,,46400,,,,
10/19/17,P7 High,,10,,,288,,,2880,,28800,,,,
10/19/17,P7 low,,10,,,88,,,880,,8800,,,,
10/19/17,P7 old bio,,10,,,168,,,1680,,16800,,,,
10/19/17,P7 top of Bio,,10,,,136,,,1360,,13600,,,,
10/25/17,A Bio,,10,,,52,small gray colonies,,520,,5200,,sample 1,101621,19.5424247
10/25/17,A high ,,10,,,164,,,1640,,16400,,Sample 2 ,16200,0.987832941
10/25/17,A low ,,10,,,3,,,30,,300,,sample 3,27745,92.48364003
10/25/17,B Bio,,10,,,46,,,460,,4600,,sample 4,64809,14.08900785
10/25/17,B high ,,10,,,124,white sim morp to bio+,,1240,,12400,,sample 5,14006,1.129540732
10/25/17,B low ,,10,,,23,,,230,,2300,,sample 6,16065,6.98467834
10/25/17,D high ,,10,,,60,"black swarmer, small colony of",,600,,6000,,sample 7,41483,6.913867302
10/25/17,D low ,,10,,,42,,,420,,4200,,sample 8,10124,2.410395983
10/25/17,D top of Bio,,10,,,72,,,720,,7200,,sample 9,8419,1.169301854
10/25/17,F high ,,10,,,1152,,,11520,,115200,,sample 10,144727,1.256307667
10/25/17,F low ,,10,,,244,,,2440,,24400,,sample 11,67602,2.770584347
10/25/17,P56 Tear duct,,10,,,58,white sim morp to bio+,,580,,5800,,sample 12,19685,3.394014651
10/25/17,P6 Bio,,10,,,132,,,1320,,13200,,sample 13,235134,17.81321543
10/25/17,P6 high ,,10,,,112,"small col black swarmer, mostly white sim to bio+",,1120,,11200,,sample 14,11297,1.008648305
10/25/17,P6 low ,,10,,,120,white sim morp to bio+,,1200,,12000,,sample 15,20006,1.667164099
10/25/17,Reclaim Gray Tank,,10,,,62,,,620,,6200,,sample 16,579,0.093428542
10/25/17,Well Header,,10,,,3,,,30,,300,,sample 17,6472,21.57192085
10/27/17,P2 Bio,,10,,,288,,,2880,,28800,,,,
10/27/17,P2 high ,,10,,,672,,,6720,,67200,,,,
10/27/17,P2 low ,,10,,,296,,,2960,,29600,,,,
10/27/17,P7 Bio,,10,,,0,,,0,,0,,,,
10/27/17,P7 High,,10,,,448,,,4480,,44800,,,,
10/27/17,P7 low,,10,,,368,,,3680,,36800,,,,
11/1/17,P6 Bio,,10,,,208,,,2080,,20800,,,,
11/1/17,P6 high ,,10,,,528,,,5280,,52800,,,,
11/1/17,P6 low ,,10,,,210,,,2100,,21000,,,,
11/1/17,P6 Tear duct,,10,,,188,,,1880,,18800,,,,
11/21/17,D Bio ,,10,,,48,,,480,,4800,,,,
11/21/17,D low ,,10,,,60,,,600,,6000,,,,
11/21/17,P1 high ,,10,,,344,,,3440,,34400,,,,
11/22/17,A high ,,10,,,140,,,1400,,14000,,,,
11/22/17,A low ,,10,,,1,,,10,,100,,,,
11/22/17,A Bio,,10,,,84,,,840,,8400,,,,
11/22/17,B high ,,10,,,304,,,3040,,30400,,,,
11/22/17,B low ,,10,,,44,,,440,,4400,,,,
11/22/17,B Bio,,10,,,76,,,760,,7600,,,,
11/22/17,C high ,,10,,,88,"black colonies, smell bad",,880,,8800,,,,
11/22/17,C low ,,10,,,17,,,170,,1700,,,,
11/22/17,C Bio,,10,,,15,,,150,,1500,,,,
11/22/17,D high ,,10,,,232,,,2320,,23200,,,,
11/22/17,D low ,,10,,,124,,,1240,,12400,,,,
11/22/17,D Bio,,10,,,128,,,1280,,12800,,,,
11/22/17,E high ,,10,,,672,,,6720,,67200,,,,
11/22/17,E low ,,10,,,352,,,3520,,35200,,,,
11/22/17,F high ,,10,,,688,,,6880,,68800,,,,
11/22/17,F low ,,10,,,674,,,6740,,67400,,,,
11/22/17,P1 high ,,10,,,272,,,2720,,27200,,,,
11/22/17,P1 low ,,10,,,284,,,2840,,28400,,,,
11/22/17,P2 high ,,10,,,496,"foul smell, black",,4960,,49600,,,,
11/22/17,P2 low ,,10,,,402,,,4020,,40200,,,,
11/22/17,P6 high ,,10,,,336,,,3360,,33600,,,,
11/22/17,P6 low ,,10,,,120,,,1200,,12000,,,,
11/22/17,P7 High,,10,,,416,,,4160,,41600,,,,
11/22/17,P7 Low,,10,,,462,,,4620,,46200,,,,
11/30/17,A high ,,10,,,168,,,1680,,16800,,,,
11/30/17,B high ,,10,,,312,,,3120,,31200,,,,
11/30/17,C high ,,10,,,152,,,1520,,15200,,,,
11/30/17,D high ,,10,,,104,,,1040,,10400,,,,
11/30/17,E high ,,10,,,496,some black,,4960,,49600,,,,
11/30/17,F high ,,10,,,648,,,6480,,64800,,,,
11/30/17,P1 high ,,10,,,84,,,840,,8400,,,,
